blind_id,receipt,source_file,drive_file_id,card_type,evidence_linked,f676_surface_sha256,patched_surface_sha256,legacy_usefulness,legacy_evidence_traceability,legacy_explanation_specificity,legacy_actionability,legacy_safety_calibration,legacy_concision_scannability,legacy_composite,f676_proxy_usefulness,f676_proxy_evidence_traceability,f676_proxy_explanation_specificity,f676_proxy_actionability,f676_proxy_safety_calibration,f676_proxy_concision_scannability,f676_proxy_composite,patched_proxy_usefulness,patched_proxy_evidence_traceability,patched_proxy_explanation_specificity,patched_proxy_actionability,patched_proxy_safety_calibration,patched_proxy_concision_scannability,patched_proxy_composite,legacy_low_score_rationales,f676_score_basis,patched_score_basis,f676_paired_delta,patched_paired_delta
H131,normal,engine_card_039.json,1KoMFNGCzhMaV9eTS03lwrHDA867TFgi4,engine_card,False,a86799be5fa928a204f9b2b3c6b58c187869fd6af423638ab710803382d6089b,56cc0c33737f3dfd8e5f3bb39e7cf3a1248cf4369725e04ee2081af0fa5088c6,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H132,normal,engine_card_062.json,1eBXA1uGmAIY8NeiYeQtTB2y6eUQJpbWO,engine_card,False,ad0124b5853c54a0c32db873484516b91d3a268cf7c9b6ae8feeedd41fcd7ad8,8e4038ed45fb86ebca4da0d4f750de785077989e2ebf2fe7f6fde32b8ea85461,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H133,normal,confirmed_event_013.json,1E1EVysAB8I8CKf7PDhoPPp8kGd1aLmVB,confirmed_event,False,2aec4fe40ba6c2fe9a852f7862445da8e8e03a9c0e7464b5dd6c7c95740c3a33,6f103fa62c89175a59ff9aa30b2ec0ce207ddc9e8e703752dcf39ba9ec60781b,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H134,natural,engine_card_044.json,1JMwRyYH0gd3StsEaFItpfk-ql2pHJ2aF,engine_card,False,e8efc320e591ec4b97b21c904fe7d36731c27282803e0b860b500f571abe92bc,ab88e74417776b1a100b5ed75a245678958bc0e81d859fa42d0e85f80555b73d,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H135,normal,engine_card_020.json,1XCvBLDNzDFn4sjjJiRuUO20IAlAoAdWU,engine_card,False,b052e4192298db567554a0d8482bc67e71c7f76e9b30257a5067ca22c06c09eb,c3f6efc94e68b865edb7647756b0afd7723ab686487a80d11dfecf933fe9ec7a,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H136,natural,engine_card_006.json,1ZAjiE8dPbiLCcwhKECpZCvzrYB1zBXS8,engine_card,False,6ed5cfb398f497113c884a964068c51016ae47b3499645e0b904c54b63890126,c53c69a057ab0b1f6b53d5810bcf23c41df1ef79e839accd73611c14f2631cc2,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H137,natural,engine_card_017.json,1PBhOOBfzT4vQS4zHTWTNXBA60viXv1Ph,engine_card,False,08a237e72742a37476b82b0726b609e42388679ae25908eac7b5075064cd45f5,e3198cba6cb25ff526adcf998a0743eab06ca5a33d525e842c3670dcfd1caa69,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H138,natural,confirmed_event_012.json,1ydrafStm6PZhVoSMVDxjkLantXQc5zV-,confirmed_event,True,34e98aa1d57a6e22dbdb6ec3967e5037319995746c4daf4dad6ba9a4a2c4c0c5,1b392dd8645a82acb39f5f762a664d20c01f6ec75e15bec459d095cc51f90b93,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.45,1.8
H139,natural,confirmed_event_021.json,1J55CZdJpM3xWTkMzckrpkUgjI1LE0sav,confirmed_event,True,2f275f0897446344d8951e6063494ec5397af14700bc2e204ab3c487602d7eeb,90db9b553b59447b6bbd553ef67f6f54d146c740ce3a8f74e9ed50b2bb295def,2,3,2,1,2,3,2.15,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.55,1.9
H140,normal,engine_card_050.json,1XX4LKxGhajU6HmtcD9cayFUEO_zVF5x3,engine_card,False,bc6ba55ca11ef2497b7bbee4c030b6c77b396fb0a98a0c5fdce57582a7e50f8a,2c5fbd96b34fb62fadc52cee2364e25d93209b8e93dab0b71d55098a6aa2e040,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H141,natural,engine_card_009.json,11PJNnNJsPQXiqfPChpDpX8EL25xf9yVB,engine_card,False,8a614105e413e05d1f321e45eb02f2154a5e3b978727e98bac9c09ce1b2ffd37,8f2c8332e240359e0ef3de9a78d79f037e7156c07963637b756b5d0cf0205f21,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H142,normal,confirmed_event_001.json,1NaNhN0VgEQwsQ-vDfY0RB8DwPEYi8iab,confirmed_event,True,c1929779fccc1849fc2aced0ca409b872da1e73edf9ff6e87955e01ec9d606eb,2c16f4b294ce0f82d7af6452a96af4ca8092fe2f2f3ecbf7dfc8683a912ea1e0,2,3,2,1,2,2,2.05,4,3,3,3,5,4,3.7,4,4,3,4,5,4,4.05,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers. | Concision=2: the raw-reference list is too long to scan as presented.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,Linked surface: overlapping engine evidence supplies ranked drivers and raw references without changing the event.,1.65,2.0
H143,normal,engine_card_041.json,1RB5w0sljIIE-IK3oekjI1U5Svf5HrZ_N,engine_card,False,83616bd94fb696a45886e9c6d9ce482d6e2ea4bbe8880cb897a75bd1ed4d420d,5f4eb483716644942e5bf3c440c3def155788650e589f8754581e8dac8415551,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H144,natural,engine_card_007.json,1yf7pacGH_78FcZXbN32yJsEWgCS6dvNV,engine_card,False,58dbd035be1beb7cbe39e98731ef77c7705b1b9acf41a993d77d882e116a127a,6193e3a7f4645dc46f197a860f3158afe106ef4748db96392ed56a50c49b516e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H145,natural,confirmed_event_015.json,1g3VYeze62MQmSUADm8Qe0cLtzR4kkqn_,confirmed_event,False,4cef3d43717acec7da02f31fecaf6950c7ba29a8b73dcfa21bf7c5aaa7f90514,0ef076f36b5cc05388f848a78f2cf8a6f13a642b7db9508b13333ec7c04e91b1,2,3,2,1,2,4,2.25,4,3,3,3,5,4,3.7,4,3,3,4,5,4,3.85,"Usefulness=2: the frame interval and severity are visible, but no summary, drivers, or operator interpretation is supplied. | Explanation specificity=2: the reasons are repeated threshold phrases rather than incident-specific explanation. | Actionability=1: no operator action or bounded next step is present. | Safety/calibration=2: fixed 0.86 confidence and RED/AMBER severity are asserted without visible calibrated support or top drivers.",Confirmed surface: clear bounded window but no ranked drivers; first action also asks for unavailable drivers.,"Unlinked confirmed surface: bounded action no longer implies drivers exist, but evidence linkage remains incomplete.",1.45,1.6
H146,natural,engine_card_032.json,1RQ3LA2qXmfDkPIKiPYWVlV_Xx9RfqcES,engine_card,False,ca5691434c0f47617bd79022e03b87aa466af10ed55c7c8f45a6bef878078e0b,7a130d61fb60031ee0b23c6d01b78cf5669aba26a215fb86b7b9a3d92f6aad72,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H147,normal,engine_card_018.json,1wbXWTyWyNB8hbAvG9bwFyXonJ4a9-QPv,engine_card,False,43630c8700b8910740ff79235422dade0a216adcd29352f4116d655d2884d0a4,39660258d38b445efe75029ec413bdeaf29c3cb3550d57cadd0443ff24b12d37,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H148,natural,engine_card_033.json,1FnFgavVHN3AF4cQVcyx7Vk-ZvpEQyr6E,engine_card,False,830f0eaf3bf27635c6a5d706cf209928aabddad64da7146052215e7fb131d8f4,13ee7c2494bcd1f42b4df5b3bbd6913806b54dad1c76abdf84613b0967aa68ec,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H149,normal,engine_card_017.json,1CWqBAPa_5L_JMAPKs4RW31JTsLzqcD0N,engine_card,False,27599f68e5e78220080a5fff19bbd4817ffbb8c24a4fb3e7b86b48b8a3011bdc,d3200493489d9a858f7825f5c96da23d68703dbb3e880bbc73a2d1417ea6cf42,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H150,normal,engine_card_061.json,1_ipMTeNRUPfmCgNhVs52Shox_JpUWCAz,engine_card,False,db061b2d130bf464a51ea8cda345f1365e08d4427af9ca89dba2a76470c04d0b,4ccb94512879472b6e447c9a0df7e67e3f79881ee38a5fd047b61bd5cbc1f639,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H151,normal,engine_card_033.json,1Z-vv7DNjXF7HpdzIKxFTCBziTqsj1d-9,engine_card,False,46c1ea98490544332eafee51863699f93f06bea4066e6ceece854fd07e4eeeeb,a6bf51f67bab34f14b5354168b09041af6d0ef50b7df3cb938f7b54f270dee4e,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H152,normal,engine_card_004.json,101iSJospCfJrhNkUfvNKH8eIM4LlsnTT,engine_card,False,0cd830311eb528e63d4ec2b9ee24110e68d3725a30add2e7adc325811b3866e1,05a2a69a158739460a67905b92d8fcee9fd74b36ca92b6ee6c9e7fb8a84d5d04,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
H153,normal,engine_card_011.json,14RKJdQ8gg_RD79Zl-0W9cuZ8cFCoRm1G,engine_card,False,9b35e6ccbed6b3c83968ef43cb2c8c68671c1ed96645b9547f9c904ff77a927f,6d95ebd4a42719a6b7d4f5c9785872a28e6dbed7bbe8a35d904bb6bb7b36c079,3,4,2,3,2,2,2.75,4,4,3,4,5,4,4.05,4,4,3,4,5,4,4.05,"Explanation specificity=2: summary, hypotheses, and actions are template-like; projected feature names are not translated into incident meaning. | Safety/calibration=2: 0.85 card confidence and 1.0 hypothesis confidence coexist with an unknown zero-confidence forecast, while severity is not visibly reconciled to the displayed z-score. | Concision=2: the card repeats three full similar-episode payloads and low-level numeric fields without a scannable operator summary.",Engine surface: traceable values and bounded actions; projected components remain opaque and prose remains templated.,Engine surface unchanged in rubric-relevant structure.,1.3,1.3
